1-Wire/iButton Part Number: DS1921G-F5
1-Wire/iButton Registration Number: 050000006AA6D121
Is Mission Active?  false
Mission Start:  Fri Jun 20 09:48:00 EDT 2025
Sample Rate:  Every 5 minute(s)
Number of Mission Samples:  91
Total Samples:  1270
Roll Over Enabled?  false
Roll Over Occurred?  Roll over has NOT occurred
Active Alarms:  None fired
Next Clock Alarm At:  Disabled
High Temperature Alarm:  85 °C
Low Temperature Alarm:  -40 °C

Date/Time,Unit,Value
6/20/25 9:48:00 AM,C,27.5
6/20/25 9:53:00 AM,C,24
6/20/25 9:58:00 AM,C,23
6/20/25 10:03:00 AM,C,22.5
6/20/25 10:08:00 AM,C,22
6/20/25 10:13:00 AM,C,22
6/20/25 10:18:00 AM,C,22
6/20/25 10:23:00 AM,C,22
6/20/25 10:28:00 AM,C,22
6/20/25 10:33:00 AM,C,22
6/20/25 10:38:00 AM,C,22
6/20/25 10:43:00 AM,C,22.5
6/20/25 10:48:00 AM,C,22.5
6/20/25 10:53:00 AM,C,22.5
6/20/25 10:58:00 AM,C,22.5
6/20/25 11:03:00 AM,C,22.5
6/20/25 11:08:00 AM,C,22.5
6/20/25 11:13:00 AM,C,22.5
6/20/25 11:18:00 AM,C,22.5
6/20/25 11:23:00 AM,C,22.5
6/20/25 11:28:00 AM,C,22.5
6/20/25 11:33:00 AM,C,22.5
6/20/25 11:38:00 AM,C,22.5
6/20/25 11:43:00 AM,C,22.5
6/20/25 11:48:00 AM,C,22.5
6/20/25 11:53:00 AM,C,22.5
6/20/25 11:58:00 AM,C,22.5
6/20/25 12:03:00 PM,C,22.5
6/20/25 12:08:00 PM,C,22.5
6/20/25 12:13:00 PM,C,22.5
6/20/25 12:18:00 PM,C,22.5
6/20/25 12:23:00 PM,C,22.5
6/20/25 12:28:00 PM,C,22.5
6/20/25 12:33:00 PM,C,22.5
6/20/25 12:38:00 PM,C,22.5
6/20/25 12:43:00 PM,C,22.5
6/20/25 12:48:00 PM,C,22.5
6/20/25 12:53:00 PM,C,22.5
6/20/25 12:58:00 PM,C,22.5
6/20/25 1:03:00 PM,C,22.5
6/20/25 1:08:00 PM,C,22.5
6/20/25 1:13:00 PM,C,22.5
6/20/25 1:18:00 PM,C,22.5
6/20/25 1:23:00 PM,C,22.5
6/20/25 1:28:00 PM,C,25.5
6/20/25 1:33:00 PM,C,26.5
6/20/25 1:38:00 PM,C,30.5
6/20/25 1:43:00 PM,C,32
6/20/25 1:48:00 PM,C,33
6/20/25 1:53:00 PM,C,34.5
6/20/25 1:58:00 PM,C,35.5
6/20/25 2:03:00 PM,C,36.5
6/20/25 2:08:00 PM,C,37
6/20/25 2:13:00 PM,C,37.5
6/20/25 2:18:00 PM,C,38
6/20/25 2:23:00 PM,C,38.5
6/20/25 2:28:00 PM,C,38.5
6/20/25 2:33:00 PM,C,39
6/20/25 2:38:00 PM,C,39
6/20/25 2:43:00 PM,C,39
6/20/25 2:48:00 PM,C,39
6/20/25 2:53:00 PM,C,39
6/20/25 2:58:00 PM,C,39
6/20/25 3:03:00 PM,C,39.5
6/20/25 3:08:00 PM,C,39.5
6/20/25 3:13:00 PM,C,39.5
6/20/25 3:18:00 PM,C,39.5
6/20/25 3:23:00 PM,C,39.5
6/20/25 3:28:00 PM,C,39.5
6/20/25 3:33:00 PM,C,39.5
6/20/25 3:38:00 PM,C,39.5
6/20/25 3:43:00 PM,C,39.5
6/20/25 3:48:00 PM,C,39.5
6/20/25 3:53:00 PM,C,39.5
6/20/25 3:58:00 PM,C,39.5
6/20/25 4:03:00 PM,C,39.5
6/20/25 4:08:00 PM,C,39.5
6/20/25 4:13:00 PM,C,39.5
6/20/25 4:18:00 PM,C,39.5
6/20/25 4:23:00 PM,C,38
6/20/25 4:28:00 PM,C,37
6/20/25 4:33:00 PM,C,36.5
6/20/25 4:38:00 PM,C,23
6/20/25 4:43:00 PM,C,23
6/20/25 4:48:00 PM,C,22.5
6/20/25 4:53:00 PM,C,22.5
6/20/25 4:58:00 PM,C,22.5
6/20/25 5:03:00 PM,C,22.5
6/20/25 5:08:00 PM,C,22.5
6/20/25 5:13:00 PM,C,23
6/20/25 5:18:00 PM,C,26.5
