------------------------------,--------------------
www.electricblue.eu, Portugal
------------------------------,--------------------
Pulse version,V2.3
------------------------------,--------------------
Device,Pulse
Rate_Hz,20
UTC,-5.00
Day light saving time,Yes
Window_Sec,5
Recording mode,Continuos
Record[min],NA
Sleep[min],NA
S1,Crep_1
S2,Crep_2
S3,Crep_3
S4,Crep_4
S5,Crep_5
S6,Crep_6
S7,Crep_7
S8,Crep_8
S9,Crep_9
S10,Crep_10
------------------------------,--------------------
Time,Crep_1,Crep_2,Crep_3,Crep_4,Crep_5,Crep_6,Crep_7,Crep_8,Crep_9,Crep_10
2025-06-14 15:16:36.085,0,0,0,0,0,0,0,0,0,0
2025-06-14 15:16:36.135,0,0,0,0,0,0,0,0,0,0
2025-06-14 15:16:36.185,0,0,0,0,0,0,0,0,0,0
2025-06-14 15:16:36.235,0,0,0,0,0,0,0,0,0,0
2025-06-14 15:16:36.285,0,0,0,0,0,0,0,0,0,0
2025-06-14 15:16:36.335,0,0,0,0,0,0,0,0,0,0
2025-06-14 15:16:36.385,0,0,0,0,0,0,0,0,0,0
2025-06-14 15:16:36.435,0,0,0,0,0,0,0,0,0,0
2025-06-14 15:16:36.485,0,0,0,0,0,0,0,0,0,0
2025-06-14 15:16:36.535,0,0,0,0,0,0,0,0,0,0
2025-06-14 15:16:36.585,0,0,0,0,0,0,0,0,0,0
2025-06-14 15:16:36.635,0,0,0,9,0,0,0,0,0,0
2025-06-14 15:16:36.685,0,0,0,87,0,0,0,0,11,0
2025-06-14 15:16:36.735,0,0,0,181,25,0,11,0,93,0
2025-06-14 15:16:36.785,0,26,0,279,115,0,99,0,184,0
2025-06-14 15:16:36.835,0,115,55,366,207,0,185,74,273,0
2025-06-14 15:16:36.885,0,213,139,444,295,26,268,157,348,0
2025-06-14 15:16:36.935,47,296,225,535,389,116,358,251,435,70
2025-06-14 15:16:36.985,127,395,303,603,477,215,431,347,522,154
2025-06-14 15:16:37.035,219,478,395,677,557,299,519,434,584,236
2025-06-14 15:16:37.085,296,549,459,727,623,376,580,501,638,316
2025-06-14 15:16:37.135,375,605,523,793,679,442,648,563,703,408
2025-06-14 15:16:37.185,441,665,575,838,733,506,696,620,749,471
2025-06-14 15:16:37.235,501,728,639,876,793,581,744,683,807,535
2025-06-14 15:16:37.285,567,777,697,923,830,631,797,733,841,596
2025-06-14 15:16:37.335,619,823,743,957,888,687,842,788,883,652
2025-06-14 15:16:37.385,670,872,789,994,926,745,879,828,931,701
2025-06-14 15:16:37.435,726,901,822,1035,956,779,921,861,954,756
2025-06-14 15:16:37.485,763,943,866,1055,997,829,950,907,987,795
2025-06-14 15:16:37.535,806,982,902,1087,1037,872,988,943,1015,843
2025-06-14 15:16:37.585,843,1013,934,1113,1065,911,1017,977,1054,889
2025-06-14 15:16:37.635,888,1054,973,1147,1107,954,1062,1017,1087,927
2025-06-14 15:16:37.685,923,1069,989,1170,1116,973,1085,1035,1101,959
2025-06-14 15:16:37.735,952,1107,1021,1189,1147,1014,1108,1069,1132,998
2025-06-14 15:16:37.785,983,1125,1053,1209,1177,1046,1132,1098,1145,1018
2025-06-14 15:16:37.835,1005,1151,1076,1228,1194,1073,1157,1118,1173,1042
2025-06-14 15:16:37.885,1054,1180,1109,1262,1220,1101,1191,1143,1193,1088
2025-06-14 15:16:37.935,1065,1203,1125,1271,1241,1129,1199,1165,1215,1118
